Distance_cm,Time_0_s,Time_5_s,Time_15_s,Time_20_s,Time_30_s,Time_60_s
0.0,25.027627494577843,77.87696505185484,115.99710680844086,126.30573349362153,140.446314503928,163.4183769592762
0.025,25.027627494577843,77.87696505185484,115.99710680844086,126.30573349362153,140.446314503928,163.4183769592762
0.05,25.027474006495567,77.71643735015127,115.77526210536881,126.0737547639419,140.2042936144969,163.16875750800685
0.07500000000000001,25.0272181653558,77.38714790951602,115.31774827133498,125.59414346015792,139.701616464539,162.64360104642842
0.1,25.0268639779365,76.89571677243477,114.63291337773161,124.87565061290606,138.94762516369977,161.85357544301723
0.125,25.026415368057943,76.24859766642146,113.72856277410375,123.9262963410578,137.95059746936826,160.80742096244566
0.15000000000000002,25.02587724354083,75.4530979552716,112.61351789390878,122.75510090287806,136.7197565780108,159.5146371599447
0.17500000000000002,25.02525541597668,74.51748639949534,111.2978070277357,121.37230477249204,135.26553935160916,157.98586906340824
0.2,25.024556496483772,73.45096843136083,109.79266389493004,119.78937834797611,133.5996250171198,156.2329833015866
0.225,25.02378777884501,72.26360064874072,108.11044043544734,118.01893861813946,131.7348592738346,154.26901184597241
0.25,25.022957113082082,70.96617508800018,106.2644784228779,116.07462175572465,129.68512981930422,152.10803646065523
0.275,25.022072772524037,69.57008624347782,104.26895803845639,113.97093133778557,127.46521550426381,149.76504215082028
0.30000000000000004,25.02114331750433,68.08718794689683,102.13873276307069,111.72307218073202,125.0906201094789,147.25575303064815
0.325,25.020177458803264,66.52964498706429,99.88915662519723,109.34677611080356,122.57739750795557,144.59645843462965
0.35000000000000003,25.019183923845027,64.90978336348029,97.53590841866837,106.85812442533748,119.94197318114823,141.80383474338518
0.375,25.018171328466234,63.23994252389838,95.09481676942701,104.27337100328675,117.2009661595982,138.8947672499104
0.4,25.017148056807738,61.532332544691464,92.58168944754452,101.60876951133177,114.37101489841245,135.88617571488052
0.42500000000000004,25.016122151552697,59.79889886337986,90.01214992134967,98.88040773794,111.46861015996588,132.79484676246963
0.45,25.0151012163575,58.051196823083416,87.40148376843663,96.10405169801038,108.50993757382486,129.63727583436466
0.47500000000000003,25.014092331911936,56.30027792578508,84.76449716960101,93.29500175779673,105.51073214398872,126.42952100235088
0.5,25.01310198663573,54.556589314657444,82.11538931096588,90.46796262653366,102.48614656629213,123.18707052259967
0.525,25.01213602258648,52.82988762069075,79.46764010984327,87.63692864987183,99.45063480513538,119.92472559517958
0.55,25.011199596732528,51.129167923463065,76.83391426831314,84.81508542751699,96.41785196451585,116.65649937450603
0.5750000000000001,25.01029715734596,49.46260819901743,74.22598225376196,82.01472837177617,93.40057108167284,113.39553286751959
0.6000000000000001,25.00943243490886,47.83752926827658,71.65465841666435,79.24719843388772,90.41061708111806,110.15402796438725
0.625,25.008608446606562,46.260369925349366,69.12975609116184,76.52283485940684,87.45881776066535,106.94319747940192
0.65,25.007827513214817,44.73667662347131,66.66005919094084,73.85094449995954,84.55497134662052,103.77323174464476
0.675,25.00709128697545,43.271106832812755,64.25330951766102,71.23978691246164,81.7078298586138,100.65328100182823
0.7000000000000001,25.006400788901782,41.86744496310418,61.91620874636487,68.69657422305073,78.92509727024422,97.59145258307468
0.7250000000000001,25.00575645385875,40.528629567522366,59.65443384494603,66.22748452453581,76.21344124278221,94.59482166219009
0.75,25.00515818172282,39.25679041354465,57.47266452433183,63.83768741459976,73.57851704710642,91.66945419569012
0.775,25.0046053929383,38.05329392104059,55.37462120248389,61.531380167243505,71.0250021737769,88.82044055736179
0.8,25.0040970868453,36.918795425910616,53.363111897202934,59.31183296060738,68.55664006123959,86.05193830005044
0.8250000000000001,25.0036319012528,35.85329672611866,51.440086437364734,57.18144155768666,66.17629134496126,83.36722245098694
0.8500000000000001,25.003208171861566,34.856207402045776,49.60669639592027,55.14178584888754,63.88599104212207,80.7687417586229
0.875,25.00282399029818,33.92640847000176,47.86335919624072,53.19369271233896,61.68701013284541,78.25817935511766
0.9,25.00247725969524,33.062317021211065,46.209824921046796,51.3373017242643,59.57992007469979,75.83651637419752
0.925,25.002165746936825,32.261950613022336,44.645244454681354,49.572132351988714,57.564658886837925,73.50409716355568
0.9500000000000001,25.00188713087515,31.522990308674665,43.16823770906983,47.897151380525635,55.640597557859316,71.26069484849778
0.9750000000000001,25.001639046008282,30.842841400801195,41.77696081542779,46.31083945422793,53.8066056613768,69.1055761332394
1.0,25.001419121283643,30.218690996015585,40.46917130157075,44.811255751662145,52.06111519929884,67.03756436210283
1.0250000000000001,25.00122501385466,29.647561777257852,39.24229041226396,43.39609994838687,50.40218182872788,65.05509999854863
1.05,25.001054437763198,29.126361390293436,38.09346186045066,42.06277075172555,48.8275427571644,63.156297808568894
1.075,25.000905187647767,28.651927012427002,37.019606411766716,40.80842040527608,47.33467070375638,61.33900014781618
1.1,25.000775157683993,28.221064742674695,36.01747179080651,39.63000464612291,45.92082340897614,59.60082583628229
1.125,25.00066235605011,27.83058348137504,35.083677432932305,38.524327632294224,44.583088209128334,57.93921413815853
1.1500000000000001,25.000564915272644,27.477322898129334,34.21475354436527,37.48808129629356,43.31842112985265,56.351463302066406
1.175,25.000481098496962,27.15817481355833,33.40717366910159,36.51787831577019,42.12367968752426,54.83476285138676
1.2000000000000002,25.000409270507998,26.87009656365447,32.6573792146014,35.61027714532212,40.99564783992349,53.38621806668302
1.225,25.00034458127964,26.610112865613583,31.96179234906047,34.76179551390181,39.93104948759768,52.00286306207245
1.25,25.000045081736946,26.375296769426306,31.316807759627096,33.968902868556626,38.92654100321273,50.68165293308028
1.2750000000000001,25.000040912967243,26.17291266752408,30.7289461602724,33.23817464437833,37.98886566498687,49.42961785212177
1.3,25.00004087206753,25.9986943129207,30.193142427469795,32.56458122986777,37.1131428593247,48.24215197660075
1.3250000000000002,25.000040871610103,25.848955769579913,29.7048662262237,31.943609481273835,36.29498990185552,47.11513501852613
1.35,25.000040871606114,25.72048643699026,29.260026217972538,31.371167868497082,35.53042755488834,46.0448375531882
1.375,25.00004087160605,25.610479331609213,28.854906992822055,30.843524386201874,34.815818370164386,45.02785919514669
1.4000000000000001,25.000040871606046,25.516476565569207,28.486122635960406,30.3572611313658,34.14782175323279,44.061083537075355
1.425,25.000040871606046,25.43632521791278,28.150580101987543,29.90923871263114,33.52335890980606,43.14164301089835
1.4500000000000002,25.000040871606046,25.368140275595977,27.845449061158728,29.49656714740005,32.939584324968024,42.266890321035376
1.475,25.000040871606046,25.31027280679411,27.568136374392523,29.116581395828145,32.3938619192915,41.43437459263562
