time (s),change in max temperature (C),68.2% Distance (cm),95.4% Distance (cm)
0,7.650200441890622,15.166666666666666,13.5
5,51.34360365602344,0.8333333333333334,5.833333333333333
15,102.40407554848437,0.6666666666666666,8.333333333333334
20,114.67259465121876,0.8333333333333334,2.0
30,132.84372761799216,0.3333333333333333,14.333333333333334
60,161.2920729071172,1.0,2.1666666666666665
