Sample_Type,View,X_cm,Y_cm,Time_s,Temperature_C
1e-6_70W,Side,0.0,0.0,0,28.093101501
1e-6_70W,Top,0.16666666666666666,0.0,0,28.342
1e-6_70W,Top,0.13333333333333333,0.0,0,27.953
1e-6_70W,Top,0.1,0.0,0,28.236
1e-6_70W,Top,0.06666666666666667,0.0,0,27.775
1e-6_70W,Top,0.03333333333333333,0.0,0,28.094
1e-6_70W,Top,0.0,0.0,0,28.872
1e-6_70W,Top,0.23333333333333334,0.0,0,28.13
1e-6_70W,Side,0.0,0.4888888888888889,0,24.13053894
1e-6_70W,Side,0.0,0.4666666666666666,0,24.202367783
1e-6_70W,Side,0.0,0.45555555555555555,0,24.192110062
1e-6_70W,Side,0.0,0.4444444444444445,0,24.284402847
1e-6_70W,Side,0.0,0.43333333333333335,0,24.448286057
1e-6_70W,Side,0.0,0.4222222222222223,0,24.397098541
1e-6_70W,Side,0.0,0.4111111111111111,0,24.427814484
1e-6_70W,Side,0.0,0.4777777777777778,0,24.274150848
1e-6_70W,Side,0.0,0.4,0,24.171590805
1e-6_70W,Top,0.26666666666666666,0.0,0,28.448
1e-6_70W,Top,0.3333333333333333,0.0,0,28.059
1e-6_70W,Top,0.8,0.0,0,24.612
1e-6_70W,Top,0.7666666666666667,0.0,0,24.138
1e-6_70W,Top,0.7333333333333334,0.0,0,24.393
1e-6_70W,Top,0.7,0.0,0,24.612
1e-6_70W,Top,0.6666666666666666,0.0,0,25.047
1e-6_70W,Top,0.6333333333333333,0.0,0,25.047
1e-6_70W,Top,0.3,0.0,0,27.846
1e-6_70W,Top,0.6,0.0,0,24.575
1e-6_70W,Top,0.5333333333333333,0.0,0,24.284
1e-6_70W,Top,0.5,0.0,0,24.43
1e-6_70W,Top,0.4666666666666667,0.0,0,25.229
1e-6_70W,Top,0.43333333333333335,0.0,0,25.518
1e-6_70W,Top,0.4,0.0,0,26.382
1e-6_70W,Top,0.3666666666666667,0.0,0,27.775
1e-6_70W,Top,0.5666666666666667,0.0,0,24.32
1e-6_70W,Side,0.0,0.3888888888888889,0,24.243392944
1e-6_70W,Top,0.2,0.0,0,28.201
1e-6_70W,Side,0.0,0.3666666666666667,0,24.294652939
1e-6_70W,Side,0.0,0.24444444444444444,0,24.519908905
1e-6_70W,Side,0.0,0.2333333333333333,0,24.530136108
1e-6_70W,Side,0.0,0.22222222222222224,0,24.683443069
1e-6_70W,Side,0.0,0.21111111111111114,0,24.693655014
1e-6_70W,Side,0.0,0.2,0,24.622146606
1e-6_70W,Side,0.0,0.18888888888888888,0,24.601705551
1e-6_70W,Side,0.0,0.17777777777777778,0,24.611927032
1e-6_70W,Side,0.0,0.16666666666666666,0,24.948671341
1e-6_70W,Side,0.0,0.15555555555555556,0,24.95885849
1e-6_70W,Side,0.0,0.14444444444444446,0,24.846735001
1e-6_70W,Side,0.0,0.25555555555555554,0,24.663013458
1e-6_70W,Side,0.0,0.13333333333333333,0,24.611927032
1e-6_70W,Side,0.0,0.11111111111111112,0,24.765119553
1e-6_70W,Side,0.0,0.1,0,24.877325058
1e-6_70W,Side,0.0,0.08888888888888889,0,24.805934906
1e-6_70W,Side,0.0,0.07777777777777778,0,24.999603271
1e-6_70W,Side,0.0,0.06666666666666667,0,24.969047546
1e-6_70W,Side,0.0,0.05555555555555556,0,24.948671341
1e-6_70W,Side,0.0,0.044444444444444446,0,25.213264465
1e-6_70W,Side,0.0,0.03333333333333333,0,25.740568161
1e-6_70W,Side,0.0,0.022222222222222223,0,26.577095032
1e-6_70W,Side,0.0,0.37777777777777777,0,24.366374969
1e-6_70W,Side,0.0,0.12222222222222222,0,24.73449707
1e-6_70W,Side,0.0,0.26666666666666666,0,24.540363312
1e-6_70W,Side,0.0,0.011111111111111112,0,27.297739029
1e-6_70W,Side,0.0,0.2777777777777778,0,24.468753815
1e-6_70W,Side,0.0,0.3111111111111111,0,24.417575836
1e-6_70W,Side,0.0,0.3222222222222222,0,24.499448776
1e-6_70W,Side,0.0,0.3333333333333333,0,24.550590515
1e-6_70W,Side,0.0,0.34444444444444444,0,24.407337189
1e-6_70W,Side,0.0,0.35555555555555557,0,24.366374969
1e-6_70W,Side,0.0,0.30000000000000004,0,24.304901123
1e-6_70W,Side,0.0,0.2888888888888889,0,24.192110062
1e-6_70W,Side,0.0,0.12222222222222222,5,26.396209717
1e-6_70W,Side,0.0,0.2,5,26.184806824
1e-6_70W,Side,0.0,0.18888888888888888,5,26.124332428
1e-6_70W,Side,0.0,0.17777777777777778,5,26.104167938
1e-6_70W,Side,0.0,0.16666666666666666,5,26.466588974
1e-6_70W,Side,0.0,0.0,5,46.087825775
1e-6_70W,Side,0.0,0.011111111111111112,5,40.422901154
1e-6_70W,Side,0.0,0.022222222222222223,5,30.533813477
1e-6_70W,Side,0.0,0.03333333333333333,5,27.785560608
